player_code,player_id,first_name,second_name,web_name,team_code,position,source_season
619146,796,Olabade,Aluko,Olabade Aluko,13,Defender,2024-2025
630664,797,Jake,Evans,Jake Evans,13,Midfielder,2024-2025
519223,802,Sammy,Braybrooke,Braybrooke,13,Midfielder,2024-2025
116535,310,Alisson,Ramses Becker,A.Becker,14,Goalkeeper,2024-2025
169187,311,Trent,Alexander-Arnold,Alexander-Arnold,14,Defender,2024-2025
535928,312,Stefan,Bajčetić Maquieira,Bajcetic,14,Midfielder,2024-2025
492777,313,Conor,Bradley,Bradley,14,Defender,2024-2025
491970,315,Bobby,Clark,Clark,14,Midfielder,2024-2025
447203,316,Darwin,Núñez Ribeiro,Darwin,14,Forward,2024-2025
194634,317,Diogo,Teixeira da Silva,Diogo J.,14,Midfielder,2024-2025
444884,319,Harvey,Elliott,Elliott,14,Midfielder,2024-2025
158983,320,Endo,Wataru,Endo,14,Midfielder,2024-2025
243298,321,Cody,Gakpo,Gakpo,14,Forward,2024-2025
171287,322,Joe,Gomez,Gomez,14,Defender,2024-2025
441266,323,Ryan,Gravenberch,Gravenberch,14,Midfielder,2024-2025
206915,324,Curtis,Jones,Jones,14,Midfielder,2024-2025
200720,325,Caoimhin,Kelleher,Kelleher,14,Goalkeeper,2024-2025
204716,326,Ibrahima,Konaté,Konaté,14,Defender,2024-2025
244731,327,Luis,Díaz,Luis Díaz,14,Midfielder,2024-2025
118748,328,Mohamed,Salah,M.Salah,14,Midfielder,2024-2025
243016,329,Alexis,Mac Allister,Mac Allister,14,Midfielder,2024-2025
491501,330,James,McConnell,McConnell,14,Midfielder,2024-2025
440148,331,Tyler,Morton,Morton,14,Midfielder,2024-2025
122798,335,Andrew,Robertson,Robertson,14,Defender,2024-2025
424876,336,Dominik,Szoboszlai,Szoboszlai,14,Midfielder,2024-2025
214285,337,Konstantinos,Tsimikas,Tsimikas,14,Defender,2024-2025
97032,339,Virgil,van Dijk,Virgil,14,Defender,2024-2025
223541,636,Federico,Chiesa,Chiesa,14,Midfielder,2024-2025
432987,660,Vítezslav,Jaros,Jaros,14,Goalkeeper,2024-2025
464353,669,Harvey,Davies,Davies,14,Goalkeeper,2024-2025
591386,688,Treymaurice,Nyoni,Nyoni,14,Midfielder,2024-2025
611926,692,Amara,Nallo,Nallo,14,Defender,2024-2025
500058,709,Jayden,Danns,Danns,14,Forward,2024-2025
100052173,744,Arne,Slot,Slot,14,Unknown,2024-2025
165809,342,Bernardo,Veiga de Carvalho e Silva,Bernardo,43,Midfielder,2024-2025
17601,344,Scott,Carson,Carson,43,Goalkeeper,2024-2025
496208,318,Ben,Doak,Doak,14,Midfielder,2024-2025
197464,332,Nathaniel,Phillips,N.Phillips,14,Defender,2024-2025
441428,333,Jarell,Quansah,Quansah,14,Defender,2024-2025
219937,334,Rhys,Williams,R.Williams,14,Defender,2024-2025
211975,340,Manuel,Akanji,Akanji,43,Defender,2024-2025
126184,341,Nathan,Aké,Aké,43,Defender,2024-2025
477555,343,Oscar,Bobb,Bobb,43,Midfielder,2024-2025
61366,345,Kevin,De Bruyne,De Bruyne,43,Midfielder,2024-2025
248875,346,Jérémy,Doku,Doku,43,Midfielder,2024-2025
121160,347,Ederson,Santana de Moraes,Ederson M.,43,Goalkeeper,2024-2025
209244,348,Phil,Foden,Foden,43,Midfielder,2024-2025
114283,349,Jack,Grealish,Grealish,43,Midfielder,2024-2025
477424,350,Joško,Gvardiol,Gvardiol,43,Defender,2024-2025
223094,351,Erling,Haaland,Haaland,43,Forward,2024-2025
461358,352,Julián,Álvarez,J.Alvarez,43,Forward,2024-2025
121145,353,João,Cavaco Cancelo,João Cancelo,43,Defender,2024-2025
91651,354,Mateo,Kovačić,Kovačić,43,Midfielder,2024-2025
477064,355,Rico,Lewis,Lewis,43,Defender,2024-2025
465351,356,Matheus Luiz,Nunes,Matheus N.,43,Midfielder,2024-2025
432714,357,James,McAtee,McAtee,43,Midfielder,2024-2025
88248,358,Stefan,Ortega Moreno,Ortega Moreno,43,Goalkeeper,2024-2025
220566,360,Rodrigo 'Rodri',Hernandez,Rodrigo,43,Midfielder,2024-2025
171314,361,Rúben,Gato Alves Dias,Rúben,43,Defender,2024-2025
97299,362,John,Stones,Stones,43,Defender,2024-2025
58621,363,Kyle,Walker,Walker,43,Defender,2024-2025
510281,571,Sávio 'Savinho',Moreira de Oliveira,Savinho,43,Midfielder,2024-2025
472769,607,Nico,O'Reilly,O’Reilly,43,Midfielder,2024-2025
59859,625,Ilkay,Gündogan,Gündogan,43,Midfielder,2024-2025
476369,626,Issa,Kaboré,Kaboré,43,Defender,2024-2025
516250,671,Jacob,Wright,Wright,43,Midfielder,2024-2025
554194,672,Jahmai,Simpson-Pusey,Simpson-Pusey,43,Defender,2024-2025
447880,675,Josh,Wilson-Esbrand,Wilson-Esbrand,43,Defender,2024-2025
487837,698,Divin,Mubama,Mubama,43,Forward,2024-2025
494307,703,Max,Alleyne,Alleyne,43,Defender,2024-2025
613120,704,Spike,Brits,Brits,43,Goalkeeper,2024-2025
578153,732,Abdukodir,Khusanov,Khusanov,43,Defender,2024-2025
616222,733,Vitor,de Oliveira Nunes dos Reis,Vitor Reis,43,Defender,2024-2025
100037973,736,Pep,Guardiola,Guardiola,43,Unknown,2024-2025
438234,755,Omar,Marmoush,Marmoush,43,Forward,2024-2025
465694,765,Nico,González,N.Gonzalez,43,Midfielder,2024-2025
575204,785,Claudio,Echeverri,Echeverri,43,Midfielder,2024-2025
493250,364,Amad,Diallo,Amad,1,Midfielder,2024-2025
467169,365,Antony Matheus,dos Santos,Antony,1,Midfielder,2024-2025
141746,366,Bruno,Borges Fernandes,B.Fernandes,1,Midfielder,2024-2025
451302,367,Altay,Bayindir,Bayindir,1,Goalkeeper,2024-2025
61256,368,Carlos Henrique,Casimiro,Casemiro,1,Midfielder,2024-2025
216051,369,Diogo,Dalot Teixeira,Dalot,1,Defender,2024-2025
80607,370,Christian,Eriksen,Eriksen,1,Midfielder,2024-2025
37642,371,Jonny,Evans,Evans,1,Defender,2024-2025
493105,372,Alejandro,Garnacho,Garnacho,1,Midfielder,2024-2025
465527,373,Hannibal,Mejbri,Hannibal,1,Midfielder,2024-2025
21205,374,Tom,Heaton,Heaton,1,Goalkeeper,2024-2025
497894,375,Rasmus,Højlund,Højlund,1,Forward,2024-2025
184667,376,Victor,Lindelöf,Lindelof,1,Defender,2024-2025
95658,377,Harry,Maguire,Maguire,1,Defender,2024-2025
516895,378,Kobbie,Mainoo,Mainoo,1,Midfielder,2024-2025
222690,379,Tyrell,Malacia,Malacia,1,Defender,2024-2025
221820,380,Lisandro,Martínez,Martinez,1,Defender,2024-2025
195851,381,Scott,McTominay,McTominay,1,Midfielder,2024-2025
184341,382,Mason,Mount,Mount,1,Midfielder,2024-2025
202641,383,André,Onana,Onana,1,Goalkeeper,2024-2025
488404,384,Facundo,Pellistri Rebollo,Pellistri,1,Midfielder,2024-2025
106760,387,Luke,Shaw,Shaw,1,Defender,2024-2025
458249,389,Joshua,Zirkzee,Zirkzee,1,Forward,2024-2025
550864,572,Leny,Yoro,Yoro,1,Defender,2024-2025
209365,593,Matthijs,de Ligt,De Ligt,1,Defender,2024-2025
230001,594,Noussair,Mazraoui,Mazraoui,1,Defender,2024-2025
490881,613,Toby,Collyer,Collyer,1,Midfielder,2024-2025
575034,648,Ethan,Wheatley,Wheatley,1,Forward,2024-2025
232112,652,Manuel,Ugarte,Ugarte,1,Midfielder,2024-2025
606745,658,Ayden,Heaven,Heaven,1,Defender,2024-2025
547037,667,Jack,Fletcher,Fletcher,1,Midfielder,2024-2025
577974,670,Harry,Amass,Amass,1,Defender,2024-2025
556639,673,Jayce,Fitzgerald,Fitzgerald,1,Midfielder,2024-2025
576637,691,Godwill,Kukonki,Kukonki,1,Defender,2024-2025
100053636,745,Ruben Filipe,Marques Diogo Amorim,Amorim,1,Unknown,2024-2025
588555,761,Elyh,Harrison,Harrison,1,Goalkeeper,2024-2025
596777,766,Patrick,Dorgu,Dorgu,1,Defender,2024-2025
596047,776,Chido,Obi-Martin,Obi,1,Forward,2024-2025
230251,430,Emmanuel,Dennis,Dennis,17,Forward,2024-2025
502697,450,Carlos,Alcaraz Durán,Alcaraz,11,Midfielder,2024-2025
547676,777,Tyler,Fredricson,Fredricson,1,Defender,2024-2025
559684,778,Jack,Moorhouse,Moorhouse,1,Midfielder,2024-2025
618873,779,Sékou,Koné,Koné,1,Midfielder,2024-2025
439483,783,Hubert,Graczyk,Graczyk,1,Goalkeeper,2024-2025
461537,788,Dermot,Mee,Dermot Mee,1,Goalkeeper,2024-2025
545477,390,Alex,Murphy,A.Murphy,4,Defender,2024-2025
179018,391,Miguel,Almirón Rejala,Almirón,4,Midfielder,2024-2025
201666,392,Harvey,Barnes,Barnes,4,Midfielder,2024-2025
220237,393,Sven,Botman,Botman,4,Defender,2024-2025
208706,394,Bruno,Guimarães Rodriguez Moura,Bruno G.,4,Midfielder,2024-2025
78916,395,Dan,Burn,Burn,4,Defender,2024-2025
67089,396,Martin,Dúbravka,Dúbravka,4,Goalkeeper,2024-2025
232826,398,Anthony,Gordon,Gordon,4,Midfielder,2024-2025
487838,399,Lewis,Hall,Hall,4,Defender,2024-2025
153127,400,Isaac,Hayden,Hayden,4,Midfielder,2024-2025
219168,401,Alexander,Isak,Isak,4,Forward,2024-2025
114243,402,Jacob,Murphy,J.Murphy,4,Midfielder,2024-2025
180974,403,Joelinton Cássio,Apolinário de Lira,Joelinton,4,Midfielder,2024-2025
235530,404,Lloyd,Kelly,Kelly,4,Defender,2024-2025
111773,405,Emil,Krafth,Krafth,4,Defender,2024-2025
564510,406,Garang,Kuol,Kuol,4,Midfielder,2024-2025
101148,407,Jamaal,Lascelles,Lascelles,4,Defender,2024-2025
194799,408,Jamal,Lewis,Lewis,4,Defender,2024-2025
441191,409,Tino,Livramento,Livramento,4,Defender,2024-2025
180135,410,Sean,Longstaff,Longstaff,4,Midfielder,2024-2025
547719,411,Lewis,Miley,Miley,4,Midfielder,2024-2025
111452,412,Odysseas,Vlachodimos,Odysseas,4,Goalkeeper,2024-2025
98747,413,Nick,Pope,Pope,4,Goalkeeper,2024-2025
19236,414,John,Ruddy,Ruddy,4,Goalkeeper,2024-2025
119471,415,Fabian,Schär,Schär,4,Defender,2024-2025
169359,416,Matt,Targett,Targett,4,Defender,2024-2025
432422,417,Sandro,Tonali,Tonali,4,Midfielder,2024-2025
77794,418,Kieran,Trippier,Trippier,4,Defender,2024-2025
461484,419,Joe,White,White,4,Midfielder,2024-2025
200089,420,Joe,Willock,Willock,4,Midfielder,2024-2025
75115,421,Callum,Wilson,Wilson,4,Forward,2024-2025
578512,574,Miodrag,Pivaš,Pivas,4,Defender,2024-2025
538207,590,William,Osula,Osula,4,Forward,2024-2025
100038215,746,Eddie,Howe,Howe,4,Unknown,2024-2025
599303,789,Sean,Neave,Neave,4,Forward,2024-2025
106468,26,Álex,Moreno Lopera,Alex Moreno,17,Defender,2024-2025
159506,422,Ola,Aina,Aina,17,Defender,2024-2025
215379,423,Elliot,Anderson,Anderson,17,Midfielder,2024-2025
210156,424,Taiwo,Awoniyi,Awoniyi,17,Forward,2024-2025
90585,425,Willy,Boly,Boly,17,Defender,2024-2025
245830,426,Josh,Bowler,Bowler,17,Midfielder,2024-2025
475123,427,Carlos Miguel,dos Santos Pereira,C.Miguel,17,Goalkeeper,2024-2025
569014,428,Eric,da Silva Moreira,Da Silva Moreira,17,Midfielder,2024-2025
513046,429,Danilo,dos Santos de Oliveira,Danilo,17,Midfielder,2024-2025
250199,431,Nicolás,Domínguez,Dominguez,17,Midfielder,2024-2025
449434,432,Anthony,Elanga,Elanga,17,Midfielder,2024-2025
222531,433,Morgan,Gibbs-White,Gibbs-White,17,Midfielder,2024-2025
209046,434,Callum,Hudson-Odoi,Hudson-Odoi,17,Midfielder,2024-2025
244930,435,Alex,Mighten,Mighten,17,Midfielder,2024-2025
575476,436,Murillo,Santiago Costa dos Santos,Murillo,17,Defender,2024-2025
215136,437,Neco,Williams,N.Williams,17,Defender,2024-2025
204822,438,Omar,Richards,O.Richards,17,Defender,2024-2025
243345,439,Lewis,O'Brien,O'Brien,17,Midfielder,2024-2025
466404,440,Andrew,Omobamidele,Omobamidele,17,Defender,2024-2025
209035,441,Jonathan,Panzo,Panzo,17,Defender,2024-2025
210462,442,Ibrahim,Sangaré,Sangaré,17,Midfielder,2024-2025
85633,443,Matz,Sels,Sels,17,Goalkeeper,2024-2025
114241,444,Harry,Toffolo,Toffolo,17,Defender,2024-2025
201440,446,Hwang,Ui-jo,Ui-jo,17,Forward,2024-2025
60689,447,Chris,Wood,Wood,17,Forward,2024-2025
208912,448,Joe,Worrall,Worrall,17,Defender,2024-2025
204968,449,Ryan,Yates,Yates,17,Midfielder,2024-2025
227444,573,Nikola,Milenković,Milenković,17,Defender,2024-2025
510500,596,João Pedro,Ferreira Silva,Jota Silva,17,Midfielder,2024-2025
502222,620,Ramón,Sosa,Sosa,17,Midfielder,2024-2025
485047,653,Felipe,Rodrigues da Silva,Morato,17,Defender,2024-2025
549067,706,Zach,Abbott,Abbott,17,Defender,2024-2025
20066,721,Wayne,Hennessey,Hennessey,17,Goalkeeper,2024-2025
100041808,747,Nuno Herlander,Simões Espírito Santo,Nuno,17,Unknown,2024-2025
225321,14,Aaron,Ramsdale,Ramsdale,20,Goalkeeper,2024-2025
433979,27,Cameron,Archer,Archer,20,Forward,2024-2025
503714,188,Lesley,Ugochukwu,Ugochukwu,20,Midfielder,2024-2025
90105,397,Ryan,Fraser,Fraser,20,Midfielder,2024-2025
499724,451,Samuel,Amo-Ameyaw,Amo-Ameyaw,20,Midfielder,2024-2025
193204,452,Joe,Aribo,Aribo,20,Midfielder,2024-2025
155511,453,Adam,Armstrong,Armstrong,20,Forward,2024-2025
456350,454,Gavin,Bazunu,Bazunu,20,Goalkeeper,2024-2025
171771,455,Jan,Bednarek,Bednarek,20,Defender,2024-2025
477386,456,Armel,Bella-Kotchap,Bella-Kotchap,20,Defender,2024-2025
184386,457,James,Bree,Bree,20,Defender,2024-2025
463210,458,Shea,Charles,Charles,20,Midfielder,2024-2025
490503,459,Samuel,Edozie,Edozie,20,Midfielder,2024-2025
500926,460,Ronnie,Edwards,Edwards,20,Defender,2024-2025
245719,461,Taylor,Harwood-Bellis,Harwood-Bellis,20,Defender,2024-2025
504783,462,Kamaldeen,Sulemana,Kamaldeen,20,Midfielder,2024-2025
39155,463,Adam,Lallana,Lallana,20,Midfielder,2024-2025
515571,464,Juan,Larios López,Larios,20,Defender,2024-2025
200428,465,Mateusz,Lis,Lis,20,Goalkeeper,2024-2025
167888,466,Joe,Lumley,Lumley,20,Goalkeeper,2024-2025
204863,467,Ryan,Manning,Manning,20,Defender,2024-2025
476888,468,Sékou,Mara,Mara,20,Forward,2024-2025
58376,469,Alex,McCarthy,McCarthy,20,Goalkeeper,2024-2025
147611,470,Paul,Onuachu,Onuachu,20,Forward,2024-2025
214466,471,Will,Smallbone,Smallbone,20,Midfielder,2024-2025
88900,472,Jack,Stephens,Stephens,20,Defender,2024-2025
230348,473,Ross,Stewart,Stewart,20,Forward,2024-2025
219279,474,Sugawara,Yukinari,Sugawara,20,Defender,2024-2025
103914,475,Charlie,Taylor,Taylor,20,Defender,2024-2025
158534,476,Kyle,Walker-Peters,Walker-Peters,20,Defender,2024-2025
244845,477,Nathan,Wood-Gordon,Wood,20,Defender,2024-2025
149519,515,Maxwel,Cornet,Cornet,20,Midfielder,2024-2025
220585,518,Flynn,Downes,Downes,20,Midfielder,2024-2025
204814,584,Ben,Brereton Díaz,Brereton Díaz,20,Midfielder,2024-2025
496661,608,Tyler,Dibling,Dibling,20,Midfielder,2024-2025
551226,623,Mateus Gonçalo,Espanha Fernandes,M.Fernandes,20,Midfielder,2024-2025
545508,693,Joseph,O'Brien-Whitmarsh,O'Brien-Whitmarsh,20,Midfielder,2024-2025
500016,718,Welington Damascena,Santos,Welington,20,Defender,2024-2025
620408,719,Joachim,Kayi-Sanda,Kayi Sanda,20,Defender,2024-2025
494779,734,Albert,Grønbæk,Grønbæk,20,Midfielder,2024-2025
100047426,748,Simon,Rusk,Rusk,20,Unknown,2024-2025
495024,798,Jay,Robinson,Jay Robinson,20,Forward,2024-2025
494551,804,Jayden,Moore,Moore,20,Defender,2024-2025
154566,82,Dominic,Solanke-Mitchell,Solanke,6,Forward,2024-2025
548308,478,Ashley,Phillips,A.Phillips,6,Defender,2024-2025
214572,479,Brandon,Austin,Austin,6,Goalkeeper,2024-2025
202993,480,Rodrigo,Bentancur,Bentancur,6,Midfielder,2024-2025
570526,481,Lucas,Bergvall,Bergvall,6,Midfielder,2024-2025
227127,482,Yves,Bissouma,Bissouma,6,Midfielder,2024-2025
436234,483,Bryan,Gil Salvatierra,Bryan,6,Midfielder,2024-2025
115556,484,Ben,Davies,Davies,6,Defender,2024-2025
496179,485,Alfie,Devine,Devine,6,Midfielder,2024-2025
493125,486,Radu,Drăgușin,Dragusin,6,Defender,2024-2025
241157,487,Emerson,Leite de Souza Junior,E.Royal,6,Defender,2024-2025
40383,488,Fraser,Forster,Forster,6,Goalkeeper,2024-2025
547701,489,Archie,Gray,Gray,6,Midfielder,2024-2025
132015,490,Pierre-Emile,Højbjerg,Højbjerg,6,Midfielder,2024-2025
242898,491,Brennan,Johnson,Johnson,6,Midfielder,2024-2025
445044,492,Dejan,Kulusevski,Kulusevski,6,Midfielder,2024-2025
200826,493,Giovani,Lo Celso,Lo Celso,6,Midfielder,2024-2025
172780,494,James,Maddison,Maddison,6,Midfielder,2024-2025
441164,495,Pedro,Porro,Pedro Porro,6,Defender,2024-2025
199249,496,Sergio,Reguilón,Reguilón,6,Defender,2024-2025
212319,497,Richarlison,de Andrade,Richarlison,6,Forward,2024-2025
221632,498,Cristian,Romero,Romero,6,Defender,2024-2025
482442,499,Pape Matar,Sarr,P.M.Sarr,6,Midfielder,2024-2025
490145,500,Dane,Scarlett,Scarlett,6,Forward,2024-2025
235674,502,Manor,Solomon,Solomon,6,Midfielder,2024-2025
85971,503,Son,Heung-min,Son,6,Midfielder,2024-2025
232859,504,Djed,Spence,Spence,6,Defender,2024-2025
487053,505,Destiny,Udogie,Udogie,6,Defender,2024-2025
491279,506,Micky,van de Ven,Van de Ven,6,Defender,2024-2025
536908,507,Alejo,Véliz,Veliz,6,Forward,2024-2025
184254,508,Guglielmo,Vicario,Vicario,6,Goalkeeper,2024-2025
165153,509,Timo,Werner,Werner,6,Midfielder,2024-2025
175941,510,Alfie,Whiteman,Whiteman,6,Goalkeeper,2024-2025
552427,609,Will,Lankshear,Lankshear,6,Forward,2024-2025
499721,610,Mikey,Moore,Moore,6,Midfielder,2024-2025
550839,612,Wilson,Odobert,Odobert,6,Midfielder,2024-2025
499726,683,Callum,Olusesi,Olusesi,6,Midfielder,2024-2025
611920,684,Malachi,Hardy,Hardy,6,Defender,2024-2025
611917,689,Luca,Williams-Barnett,Williams-Barnett,6,Midfielder,2024-2025
519321,699,Alfie,Dorrington,Dorrington,6,Defender,2024-2025
592736,700,Maeson,King,King,6,Defender,2024-2025
485055,716,Antonín,Kinsky,Kinsky,6,Goalkeeper,2024-2025
623095,717,Min-Hyeok,Yang,Yang,6,Midfielder,2024-2025
574799,729,Damola,Ajayi,Ajayi,6,Midfielder,2024-2025
100041880,749,Ange,Postecoglou,Postecoglou,6,Unknown,2024-2025
501620,760,Dante,Cassanova,Cassanova,6,Defender,2024-2025
135720,767,Kevin,Danso,Danso,6,Defender,2024-2025
511499,768,Mathys,Tel,Tel,6,Midfielder,2024-2025
487117,123,Evan,Ferguson,Ferguson,21,Forward,2024-2025
214590,388,Aaron,Wan-Bissaka,Wan-Bissaka,21,Defender,2024-2025
213999,511,Edson,Álvarez Velázquez,Álvarez,21,Midfielder,2024-2025
57531,512,Michail,Antonio,Antonio,21,Forward,2024-2025
84182,513,Alphonse,Areola,Areola,21,Goalkeeper,2024-2025
178186,514,Jarrod,Bowen,Bowen,21,Midfielder,2024-2025
164555,516,Vladimír,Coufal,Coufal,21,Defender,2024-2025
55459,517,Aaron,Cresswell,Cresswell,21,Defender,2024-2025
490885,519,George,Earthy,Earthy,21,Midfielder,2024-2025
109533,520,Emerson,Palmieri dos Santos,Emerson,21,Defender,2024-2025
37096,521,Łukasz,Fabiański,Fabianski,21,Goalkeeper,2024-2025
82143,522,Wes,Foderingham,Foderingham,21,Goalkeeper,2024-2025
84939,523,Danny,Ings,Ings,21,Forward,2024-2025
214048,524,Max,Kilman,Kilman,21,Defender,2024-2025
460842,525,Mohammed,Kudus,Kudus,21,Midfielder,2024-2025
577114,526,Luis Guilherme,Lira dos Santos,L.Guilherme,21,Midfielder,2024-2025
224024,527,Lucas,Tolentino Coelho de Lima,L.Paquetá,21,Midfielder,2024-2025
